0,0,0/0.0003587547,1.606724E-15,2.28352E-15,8.218336E-05,
1,0,0/9.767815E-15,1.400324E-14,1.39532E-14,0.000220827,
2,0,0/9.025898E-14,1.300808E-13,4.901132E-14,0.0002683803,
3,0,0/1.276866E-12,1.365086E-12,1.072455E-12,0.0001337629,
4,0,0/1.607896E-11,1.64927E-11,1.388547E-11,0.0002347515,
5,0,0/2.479935E-10,2.67688E-10,2.283536E-10,0.0004068278,
6,0,0/8.395577E-10,5.388758E-10,2.464483E-10,0.0001895857,
7,0,0/8.257294E-10,1.071601E-09,3.5057E-09,0.0001138545,
8,0,0/2.295168E-09,2.22325E-09,1.957153E-09,0.0003226126,
9,0,0/1.808641E-09,8.3118E-10,1.297955E-09,0.0001939359,
10,0,0/2.482733E-09,1.530159E-09,1.758131E-09,0.0001623678,
11,0,0/2.025477E-10,2.570627E-10,2.989404E-10,0.0001414352,
12,0,0/1.509554E-11,1.046676E-11,1.332594E-11,6.206655E-05,
13,0,0/1.288564E-12,1.506399E-12,1.139441E-12,0.000152642,
14,0,0/9.907207E-12,9.899619E-12,1.432878E-11,0.0003657572,
15,0,0/1.589581E-10,9.915921E-11,1.753633E-10,9.547996E-05,
16,0,0/1.431386E-09,1.121364E-09,7.713973E-10,0.0001102636,
17,0,0/1.215576E-08,1.177627E-08,1.065037E-08,0.0003103084,
18,0,0/8.382995E-10,1.375463E-08,8.046022E-10,0.0003244514,
19,0,0/7.536584E-10,0.0001274725,1.716099E-10,0.0003240789,
0,1,0/0.0001602733,1.088287E-14,1.533982E-14,1.522946E-14,
1,1,0/7.670127E-14,1.18911E-13,9.238872E-14,1.500156E-13,
2,1,0/5.377301E-13,3.063351E-13,5.496666E-13,3.017488E-13,
3,1,0/3.892792E-12,5.664587E-12,3.223652E-12,3.306638E-12,
4,1,0/9.7861E-11,4.617411E-11,2.325425E-10,7.297588E-11,
5,1,0/2.016648E-09,1.813929E-09,9.280073E-10,1.518386E-09,
6,1,0/1.157042E-08,8.494973E-09,2.581605E-09,1.247719E-09,
7,1,0/1.506647E-08,4.919995E-08,1.818723E-08,4.158733E-08,
8,1,0/2.796406E-08,2.119226E-08,4.483327E-09,1.508264E-08,
9,1,0/8.361891E-09,8.469429E-09,1.675071E-08,8.847631E-09,
10,1,0/2.871913E-08,1.3241E-08,1.999574E-08,6.414062E-09,
11,1,0/2.133464E-09,7.659256E-10,1.507951E-09,1.608065E-09,
12,1,0/6.802175E-11,3.980202E-11,5.929771E-11,6.953355E-11,
13,1,0/9.387079E-12,3.303659E-12,8.332154E-12,3.270184E-12,
14,1,0/7.061482E-11,4.373957E-11,6.712363E-11,8.317882E-11,
15,1,0/1.03713E-09,5.861877E-10,7.374362E-10,1.00049E-09,
16,1,0/2.289513E-09,3.956518E-09,2.252814E-09,2.381902E-09,
17,1,0/3.073495E-08,5.957494E-08,4.133717E-08,6.380679E-08,
18,1,0/5.592718E-09,6.696676E-09,5.221531E-09,4.643997E-09,
19,1,0/8.982017E-10,7.509841E-05,6.136416E-10,4.504369E-10,
0,2,0/0.0003543181,1.266221E-13,1.257413E-13,1.69173E-13,
1,2,0/9.196838E-13,1.136248E-12,8.659159E-13,1.419929E-12,
2,2,0/3.76948E-12,5.692204E-12,2.056881E-12,5.667831E-12,
3,2,0/9.639262E-11,1.526046E-10,1.863297E-10,1.494682E-10,
4,2,0/3.394451E-09,2.790283E-09,9.194792E-10,1.545651E-09,
5,2,0/3.778942E-08,2.51784E-08,9.754689E-09,2.697509E-08,
6,2,0/8.476892E-08,1.407525E-07,2.816446E-07,1.947741E-07,
7,2,0/5.912585E-07,3.193689E-07,5.62855E-07,9.600087E-07,
8,2,0/1.980027E-07,4.524514E-08,4.874023E-07,6.338851E-07,
9,2,0/1.543233E-07,2.137881E-07,1.627407E-07,5.246095E-08,
10,2,0/2.761145E-07,2.702401E-07,5.020103E-07,3.757063E-07,
11,2,0/1.018595E-08,4.097735E-08,2.568244E-08,3.874006E-08,
12,2,0/1.921497E-09,2.734907E-09,1.496225E-09,6.857036E-10,
13,2,0/9.817654E-11,2.225783E-10,1.3161E-10,1.764864E-10,
14,2,0/3.125882E-10,3.2392E-10,3.66775E-10,1.241242E-10,
